file,split,hand_labelled,p_fray,p_chip,p_spot,p_slash
data_clean\train\def_front\cast_def_0_9753.jpeg,train,0,0.9998,0.1117,0.0038,0.9403
data_clean\train\def_front\cast_def_0_9757.jpeg,train,0,0.0227,0.0264,0.0019,0.9882
data_clean\train\def_front\cast_def_0_9759.jpeg,train,0,0.0126,0.0263,0.9158,0.0860
data_clean\train\def_front\cast_def_0_9761.jpeg,train,0,0.9999,0.3534,0.2179,0.7205
data_clean\train\def_front\cast_def_0_9762.jpeg,train,0,0.0044,0.9974,0.0002,0.1213
data_clean\train\def_front\cast_def_0_9765.jpeg,train,0,0.1140,0.4911,0.8676,0.1316
data_clean\train\def_front\cast_def_0_9775.jpeg,train,1,0.0424,0.0364,0.0023,0.9743
data_clean\train\def_front\cast_def_0_9777.jpeg,train,0,0.9999,0.0456,0.0012,0.9758
data_clean\train\def_front\cast_def_0_978.jpeg,train,0,0.0018,0.0113,0.6773,0.3289
data_clean\train\def_front\cast_def_0_9784.jpeg,train,0,0.0203,0.0189,0.0020,0.9836
data_clean\train\def_front\cast_def_0_9785.jpeg,train,1,0.0051,0.1164,0.5529,0.0785
data_clean\train\def_front\cast_def_0_9792.jpeg,train,0,0.9997,0.1470,0.0258,0.7554
data_clean\train\def_front\cast_def_0_9794.jpeg,train,0,0.0018,0.1435,0.6939,0.0801
data_clean\train\def_front\cast_def_0_9798.jpeg,train,0,1.0000,0.4238,0.5290,0.5773
data_clean\train\def_front\cast_def_0_9799.jpeg,train,0,0.0001,0.9884,0.0014,0.0401
data_clean\train\def_front\cast_def_0_98.jpeg,train,0,0.0010,0.0719,0.6379,0.1682
data_clean\train\def_front\cast_def_0_9800.jpeg,train,0,0.0009,0.1221,0.6566,0.2325
data_clean\train\def_front\cast_def_0_9802.jpeg,train,0,0.9992,0.5127,0.5966,0.4419
data_clean\train\def_front\cast_def_0_9805.jpeg,train,0,1.0000,0.3020,0.1334,0.8078
data_clean\train\def_front\cast_def_0_9808.jpeg,train,1,0.0112,0.0516,0.2812,0.7109
data_clean\train\def_front\cast_def_0_9811.jpeg,train,0,0.9999,0.2548,0.0501,0.8783
data_clean\train\def_front\cast_def_0_9812.jpeg,train,0,0.0046,0.0864,0.8246,0.1597
data_clean\train\def_front\cast_def_0_9813.jpeg,train,0,0.0001,0.0040,0.5770,0.3596
data_clean\train\def_front\cast_def_0_9816.jpeg,train,0,0.0086,0.0044,0.0111,0.9725
data_clean\train\def_front\cast_def_0_9817.jpeg,train,0,0.9999,0.0825,0.0004,0.9707
data_clean\train\def_front\cast_def_0_9818.jpeg,train,0,0.0004,0.0037,0.4786,0.7532
data_clean\train\def_front\cast_def_0_982.jpeg,train,0,0.0014,0.1623,0.7631,0.0583
data_clean\train\def_front\cast_def_0_9820.jpeg,train,0,0.0004,0.0578,0.8121,0.0399
data_clean\train\def_front\cast_def_0_9821.jpeg,train,0,0.9983,0.7775,0.9585,0.7910
data_clean\train\def_front\cast_def_0_9823.jpeg,train,0,0.0067,0.2435,0.9317,0.0491
data_clean\train\def_front\cast_def_0_9825.jpeg,train,0,0.9989,0.2625,0.0828,0.7426
data_clean\train\def_front\cast_def_0_9826.jpeg,train,0,0.0019,0.1304,0.8012,0.0476
data_clean\train\def_front\cast_def_0_983.jpeg,train,0,0.9962,0.6436,0.6314,0.2888
data_clean\train\def_front\cast_def_0_9831.jpeg,train,0,0.0019,0.0052,0.0167,0.9532
data_clean\train\def_front\cast_def_0_9832.jpeg,train,0,0.9998,0.3707,0.2296,0.3747
data_clean\train\def_front\cast_def_0_9833.jpeg,train,0,0.9994,0.4341,0.3578,0.4222
data_clean\train\def_front\cast_def_0_9835.jpeg,train,0,0.9998,0.1233,0.0171,0.7741
data_clean\train\def_front\cast_def_0_9838.jpeg,train,0,0.0000,0.9995,0.0007,0.0031
data_clean\train\def_front\cast_def_0_9839.jpeg,train,0,1.0000,0.2101,0.1241,0.6826
data_clean\train\def_front\cast_def_0_984.jpeg,train,0,0.0003,0.0676,0.7566,0.0794
data_clean\train\def_front\cast_def_0_9841.jpeg,train,0,0.0183,0.0371,0.5049,0.5148
data_clean\train\def_front\cast_def_0_9842.jpeg,train,0,0.0000,0.9993,0.0005,0.0083
data_clean\train\def_front\cast_def_0_9843.jpeg,train,0,0.0002,0.9983,0.0003,0.0627
data_clean\train\def_front\cast_def_0_9845.jpeg,train,0,1.0000,0.0284,0.0162,0.3768
data_clean\train\def_front\cast_def_0_9847.jpeg,train,0,0.0002,0.1489,0.3381,0.2271
data_clean\train\def_front\cast_def_0_9848.jpeg,train,0,1.0000,0.1596,0.0589,0.8040
data_clean\train\def_front\cast_def_0_985.jpeg,train,0,0.0531,0.4893,0.8726,0.2303
data_clean\train\def_front\cast_def_0_9851.jpeg,train,0,0.0040,0.0075,0.0259,0.9445
data_clean\train\def_front\cast_def_0_9852.jpeg,train,0,0.9999,0.2089,0.1314,0.7342
data_clean\train\def_front\cast_def_0_9854.jpeg,train,0,1.0000,0.2898,0.3085,0.4788
data_clean\train\def_front\cast_def_0_9855.jpeg,train,0,0.0003,0.0026,0.7649,0.2319
data_clean\train\def_front\cast_def_0_9858.jpeg,train,0,0.1281,0.1828,0.8393,0.4928
data_clean\train\def_front\cast_def_0_9861.jpeg,train,0,0.9947,0.4908,0.4250,0.3031
data_clean\train\def_front\cast_def_0_9863.jpeg,train,0,0.0000,0.9996,0.0014,0.0023
data_clean\train\def_front\cast_def_0_9864.jpeg,train,0,0.0014,0.0591,0.9470,0.0592
data_clean\train\def_front\cast_def_0_9865.jpeg,train,0,0.9947,0.7704,0.7623,0.1529
data_clean\train\def_front\cast_def_0_9867.jpeg,train,1,0.0005,0.2331,0.9487,0.0129
data_clean\train\def_front\cast_def_0_987.jpeg,train,0,0.9997,0.5724,0.8218,0.6969
data_clean\train\def_front\cast_def_0_9870.jpeg,train,0,0.0937,0.0067,0.0086,0.9768
data_clean\train\def_front\cast_def_0_9871.jpeg,train,0,0.9977,0.7425,0.9490,0.8360
data_clean\train\def_front\cast_def_0_9872.jpeg,train,0,1.0000,0.0581,0.0037,0.9303
data_clean\train\def_front\cast_def_0_9873.jpeg,train,0,0.0003,0.0126,0.7644,0.1995
data_clean\train\def_front\cast_def_0_9874.jpeg,train,0,0.0001,0.0132,0.6722,0.2192
data_clean\train\def_front\cast_def_0_9876.jpeg,train,0,0.0000,0.2462,0.9490,0.0057
data_clean\train\def_front\cast_def_0_9878.jpeg,train,0,0.0041,0.1255,0.8275,0.0793
data_clean\train\def_front\cast_def_0_9879.jpeg,train,0,0.0006,0.5519,0.0487,0.3274
data_clean\train\def_front\cast_def_0_9880.jpeg,train,0,0.0032,0.0637,0.0057,0.9492
data_clean\train\def_front\cast_def_0_9886.jpeg,train,1,0.9985,0.7400,0.9118,0.8480
data_clean\train\def_front\cast_def_0_9888.jpeg,train,0,0.0007,0.0025,0.4053,0.5007
data_clean\train\def_front\cast_def_0_9889.jpeg,train,0,0.0009,0.0330,0.9062,0.1400
data_clean\train\def_front\cast_def_0_9890.jpeg,train,1,0.0139,0.0266,0.8550,0.1385
data_clean\train\def_front\cast_def_0_9891.jpeg,train,0,0.0000,0.9999,0.0002,0.0018
data_clean\train\def_front\cast_def_0_9892.jpeg,train,0,0.0689,0.3033,0.8383,0.1161
data_clean\train\def_front\cast_def_0_9893.jpeg,train,0,0.0061,0.1099,0.8636,0.1930
data_clean\train\def_front\cast_def_0_9897.jpeg,train,0,0.0002,0.0133,0.8273,0.1599
data_clean\train\def_front\cast_def_0_99.jpeg,train,0,0.0027,0.1683,0.8602,0.0833
data_clean\train\def_front\cast_def_0_9903.jpeg,train,0,0.9999,0.2329,0.0363,0.8397
data_clean\train\def_front\cast_def_0_9906.jpeg,train,0,0.0046,0.0217,0.3363,0.7288
data_clean\train\def_front\cast_def_0_9908.jpeg,train,0,0.0000,0.6367,0.9038,0.0049
data_clean\train\def_front\cast_def_0_9909.jpeg,train,0,0.9989,0.7199,0.8839,0.6331
data_clean\train\def_front\cast_def_0_9910.jpeg,train,0,0.0001,0.0622,0.0099,0.6833
data_clean\train\def_front\cast_def_0_9911.jpeg,train,0,0.0004,0.1291,0.9438,0.0551
data_clean\train\def_front\cast_def_0_9912.jpeg,train,0,1.0000,0.2705,0.2986,0.5153
data_clean\train\def_front\cast_def_0_9914.jpeg,train,0,0.0000,0.5872,0.8297,0.0032
data_clean\train\def_front\cast_def_0_9915.jpeg,train,1,0.0435,0.2397,0.8123,0.3318
data_clean\train\def_front\cast_def_0_9917.jpeg,train,0,0.0011,0.0574,0.8525,0.0703
data_clean\train\def_front\cast_def_0_992.jpeg,train,0,0.9999,0.1222,0.0012,0.9787
data_clean\train\def_front\cast_def_0_9920.jpeg,train,0,0.0003,0.0991,0.8688,0.0537
data_clean\train\def_front\cast_def_0_9921.jpeg,train,0,0.0009,0.1717,0.7636,0.0541
data_clean\train\def_front\cast_def_0_9923.jpeg,train,1,0.9994,0.7599,0.9641,0.8855
data_clean\train\def_front\cast_def_0_9924.jpeg,train,0,0.0005,0.9926,0.0003,0.2085
data_clean\train\def_front\cast_def_0_9927.jpeg,train,0,0.0253,0.0848,0.6240,0.6388
data_clean\train\def_front\cast_def_0_9928.jpeg,train,0,0.0006,0.0200,0.7903,0.1068
data_clean\train\def_front\cast_def_0_9929.jpeg,train,1,0.9979,0.8087,0.9541,0.8480
data_clean\train\def_front\cast_def_0_993.jpeg,train,0,0.0379,0.4380,0.7981,0.0791
data_clean\train\def_front\cast_def_0_9930.jpeg,train,0,0.0026,0.0695,0.6881,0.0978
data_clean\train\def_front\cast_def_0_9933.jpeg,train,0,0.0010,0.0196,0.7958,0.3335
data_clean\train\def_front\cast_def_0_9935.jpeg,train,0,0.9979,0.2786,0.0544,0.7761
data_clean\train\def_front\cast_def_0_9937.jpeg,train,0,0.0002,0.0118,0.8743,0.1668
data_clean\train\def_front\cast_def_0_9945.jpeg,train,0,0.9886,0.0319,0.0472,0.5802
data_clean\train\def_front\cast_def_0_9946.jpeg,train,0,0.0092,0.1841,0.6673,0.1401
data_clean\train\def_front\cast_def_0_9947.jpeg,train,0,0.9969,0.7957,0.7679,0.2454
data_clean\train\def_front\cast_def_0_9953.jpeg,train,0,1.0000,0.1905,0.1917,0.5618
data_clean\train\def_front\cast_def_0_9956.jpeg,train,0,0.0005,0.0502,0.7847,0.1150
data_clean\train\def_front\cast_def_0_9958.jpeg,train,0,0.0103,0.1965,0.9063,0.1260
data_clean\train\def_front\cast_def_0_9963.jpeg,train,0,0.0020,0.0351,0.5481,0.3250
data_clean\train\def_front\cast_def_0_9965.jpeg,train,0,0.0005,0.0845,0.4647,0.2054
data_clean\train\def_front\cast_def_0_9966.jpeg,train,0,0.0007,0.0576,0.6903,0.1582
data_clean\train\def_front\cast_def_0_997.jpeg,train,0,0.9987,0.2426,0.0018,0.9780
data_clean\train\def_front\cast_def_0_9970.jpeg,train,0,0.0006,0.1668,0.6327,0.1028
data_clean\train\def_front\cast_def_0_9975.jpeg,train,0,0.9995,0.1194,0.0512,0.6149
data_clean\train\def_front\cast_def_0_9977.jpeg,train,0,0.0017,0.0091,0.0420,0.8757
data_clean\train\def_front\cast_def_0_9981.jpeg,train,0,0.9996,0.4088,0.3586,0.3028
data_clean\train\def_front\cast_def_0_9982.jpeg,train,0,0.0007,0.0335,0.8470,0.2080
data_clean\train\def_front\cast_def_0_9983.jpeg,train,0,0.9999,0.1501,0.1720,0.7325
data_clean\train\def_front\cast_def_0_9986.jpeg,train,0,0.0023,0.1292,0.4616,0.2536
data_clean\train\def_front\cast_def_0_9988.jpeg,train,0,0.0004,0.0707,0.8926,0.1151
data_clean\train\def_front\cast_def_0_999.jpeg,train,0,0.9997,0.1690,0.0025,0.9609
data_clean\train\def_front\cast_def_0_9992.jpeg,train,0,0.9994,0.7392,0.9589,0.8512
data_clean\train\def_front\cast_def_0_9996.jpeg,train,0,0.9994,0.2365,0.0039,0.9390
data_clean\train\def_front\cast_def_0_9997.jpeg,train,0,0.0007,0.0452,0.8159,0.0846
data_clean\val\def_front\cast_def_0_1059.jpeg,val,0,0.0014,0.0100,0.3483,0.6617
data_clean\val\def_front\cast_def_0_1063.jpeg,val,0,0.0003,0.0070,0.1904,0.6014
data_clean\val\def_front\cast_def_0_108.jpeg,val,1,0.9998,0.6811,0.9253,0.8211
data_clean\val\def_front\cast_def_0_1096.jpeg,val,0,0.0000,0.0084,0.7511,0.1306
data_clean\val\def_front\cast_def_0_112.jpeg,val,0,1.0000,0.1045,0.0109,0.8447
data_clean\val\def_front\cast_def_0_1134.jpeg,val,0,0.9990,0.5303,0.6291,0.4676
data_clean\val\def_front\cast_def_0_1136.jpeg,val,0,0.9970,0.4795,0.4302,0.6376
data_clean\val\def_front\cast_def_0_1137.jpeg,val,0,0.0000,0.7203,0.7864,0.0031
data_clean\val\def_front\cast_def_0_1153.jpeg,val,0,0.0130,0.0228,0.0016,0.9844
data_clean\val\def_front\cast_def_0_1171.jpeg,val,0,0.0168,0.1294,0.8773,0.1108
data_clean\val\def_front\cast_def_0_1172.jpeg,val,0,0.9999,0.0683,0.0009,0.9759
data_clean\val\def_front\cast_def_0_1174.jpeg,val,0,0.9999,0.0577,0.0077,0.8825
data_clean\val\def_front\cast_def_0_118.jpeg,val,0,0.0027,0.1870,0.6861,0.1326
data_clean\val\def_front\cast_def_0_1186.jpeg,val,0,0.0063,0.0601,0.8567,0.2164
data_clean\val\def_front\cast_def_0_1189.jpeg,val,0,0.9999,0.3410,0.3587,0.4198
data_clean\val\def_front\cast_def_0_1191.jpeg,val,1,0.0054,0.1727,0.5455,0.1657
data_clean\val\def_front\cast_def_0_1203.jpeg,val,0,0.0002,0.9871,0.0160,0.0138
data_clean\val\def_front\cast_def_0_1211.jpeg,val,0,1.0000,0.0276,0.0043,0.5581
data_clean\val\def_front\cast_def_0_1215.jpeg,val,0,0.0079,0.2001,0.0007,0.9709
data_clean\val\def_front\cast_def_0_1231.jpeg,val,0,0.0008,0.0373,0.6758,0.2205
data_clean\val\def_front\cast_def_0_1233.jpeg,val,0,0.0000,0.4425,0.8494,0.0030
data_clean\val\def_front\cast_def_0_1238.jpeg,val,0,1.0000,0.1465,0.0636,0.7705
data_clean\val\def_front\cast_def_0_1239.jpeg,val,0,0.0047,0.2149,0.9203,0.0400
data_clean\val\def_front\cast_def_0_1258.jpeg,val,0,0.0039,0.0539,0.4461,0.4137
data_clean\val\def_front\cast_def_0_1260.jpeg,val,0,1.0000,0.0603,0.0340,0.2834
data_clean\val\def_front\cast_def_0_1264.jpeg,val,0,0.0003,0.0871,0.8399,0.0344
data_clean\val\def_front\cast_def_0_1269.jpeg,val,0,0.0020,0.3110,0.8175,0.0511
data_clean\val\def_front\cast_def_0_1291.jpeg,val,0,0.0005,0.0058,0.1839,0.6667
data_clean\val\def_front\cast_def_0_1292.jpeg,val,0,0.9987,0.3140,0.0623,0.6056
data_clean\val\def_front\cast_def_0_1294.jpeg,val,0,1.0000,0.1093,0.0217,0.8403
data_clean\val\def_front\cast_def_0_1298.jpeg,val,0,0.0018,0.0554,0.7877,0.1398
data_clean\val\def_front\cast_def_0_1320.jpeg,val,0,0.0010,0.0430,0.6908,0.2470
data_clean\val\def_front\cast_def_0_1323.jpeg,val,0,0.0000,0.5516,0.9084,0.0059
data_clean\val\def_front\cast_def_0_1324.jpeg,val,0,0.9920,0.0999,0.1547,0.3688
data_clean\val\def_front\cast_def_0_1351.jpeg,val,0,0.8893,0.0176,0.0706,0.5446
data_clean\val\def_front\cast_def_0_1352.jpeg,val,0,0.0001,0.0279,0.8319,0.0655
data_clean\val\def_front\cast_def_0_1358.jpeg,val,0,0.0012,0.0072,0.7102,0.4059
data_clean\val\def_front\cast_def_0_1359.jpeg,val,0,0.0005,0.9918,0.0008,0.0555
data_clean\val\def_front\cast_def_0_1376.jpeg,val,0,0.9975,0.5478,0.5836,0.1119
data_clean\val\def_front\cast_def_0_1379.jpeg,val,0,0.0046,0.0325,0.8307,0.0734
data_clean\val\def_front\cast_def_0_138.jpeg,val,0,0.9995,0.2048,0.0051,0.9429
data_clean\val\def_front\cast_def_0_1381.jpeg,val,0,0.9835,0.7494,0.8039,0.3179
data_clean\val\def_front\cast_def_0_1388.jpeg,val,0,0.9982,0.0995,0.0741,0.5786
data_clean\val\def_front\cast_def_0_1392.jpeg,val,0,0.9999,0.1264,0.0176,0.6795
data_clean\val\def_front\cast_def_0_1394.jpeg,val,0,1.0000,0.2476,0.1150,0.6791
data_clean\val\def_front\cast_def_0_1397.jpeg,val,0,0.9994,0.1224,0.0011,0.9463
data_clean\val\def_front\cast_def_0_1399.jpeg,val,0,0.0004,0.9992,0.0003,0.0165
data_clean\val\def_front\cast_def_0_1400.jpeg,val,1,0.0495,0.3030,0.8113,0.1444
data_clean\val\def_front\cast_def_0_1411.jpeg,val,0,0.0001,0.0088,0.6730,0.1662
data_clean\val\def_front\cast_def_0_1412.jpeg,val,0,0.0003,0.9588,0.0088,0.0349
data_clean\val\def_front\cast_def_0_1413.jpeg,val,0,0.0695,0.4054,0.8923,0.1867
data_clean\val\def_front\cast_def_0_1414.jpeg,val,0,1.0000,0.0445,0.0166,0.6831
data_clean\val\def_front\cast_def_0_1418.jpeg,val,0,0.9998,0.0684,0.0067,0.9347
data_clean\val\def_front\cast_def_0_1421.jpeg,val,0,0.0046,0.0184,0.4451,0.4960
data_clean\val\def_front\cast_def_0_1422.jpeg,val,0,0.0043,0.0555,0.6283,0.3707
data_clean\val\def_front\cast_def_0_1424.jpeg,val,0,0.0005,0.9976,0.0005,0.0410
data_clean\val\def_front\cast_def_0_1425.jpeg,val,0,0.0003,0.9874,0.0004,0.1148
data_clean\val\def_front\cast_def_0_143.jpeg,val,0,0.0012,0.0480,0.6846,0.2699
data_clean\val\def_front\cast_def_0_144.jpeg,val,0,0.0160,0.1791,0.8829,0.0782
data_clean\val\def_front\cast_def_0_1443.jpeg,val,0,0.0007,0.0469,0.8816,0.0594
data_clean\val\def_front\cast_def_0_1447.jpeg,val,0,0.9993,0.1902,0.0127,0.8580
data_clean\val\def_front\cast_def_0_1453.jpeg,val,0,1.0000,0.3184,0.4309,0.4160
data_clean\val\def_front\cast_def_0_1462.jpeg,val,1,0.0021,0.0224,0.8028,0.4222
data_clean\val\def_front\cast_def_0_1466.jpeg,val,0,0.9985,0.7703,0.9571,0.8544
data_clean\val\def_front\cast_def_0_1467.jpeg,val,0,0.9995,0.7764,0.9629,0.8885
data_clean\val\def_front\cast_def_0_147.jpeg,val,0,0.0007,0.0475,0.4853,0.2833
data_clean\val\def_front\cast_def_0_1471.jpeg,val,0,0.0002,0.9991,0.0005,0.0227
data_clean\val\def_front\cast_def_0_1474.jpeg,val,0,0.9930,0.6914,0.7276,0.3220
data_clean\val\def_front\cast_def_0_1476.jpeg,val,0,0.0019,0.0323,0.5780,0.2863
data_clean\val\def_front\cast_def_0_1477.jpeg,val,0,0.0003,0.1061,0.8225,0.1044
data_clean\val\def_front\cast_def_0_148.jpeg,val,0,0.0005,0.0139,0.7434,0.1702
data_clean\val\def_front\cast_def_0_1480.jpeg,val,0,0.0079,0.0900,0.9029,0.2135
data_clean\val\def_front\cast_def_0_1486.jpeg,val,0,0.0011,0.0376,0.5733,0.3701
data_clean\val\def_front\cast_def_0_1488.jpeg,val,0,0.0002,0.9917,0.0012,0.0658
data_clean\val\def_front\cast_def_0_149.jpeg,val,0,0.0123,0.0969,0.8730,0.2119
data_clean\val\def_front\cast_def_0_1492.jpeg,val,0,0.0022,0.9829,0.0008,0.2452
data_clean\val\def_front\cast_def_0_1493.jpeg,val,0,0.0013,0.9982,0.0001,0.1129
data_clean\val\def_front\cast_def_0_1497.jpeg,val,0,0.0165,0.0411,0.8806,0.1004
data_clean\val\def_front\cast_def_0_1499.jpeg,val,0,0.9987,0.7656,0.9633,0.9041
data_clean\val\def_front\cast_def_0_15.jpeg,val,0,0.0005,0.0297,0.0143,0.8646
data_clean\val\def_front\cast_def_0_150.jpeg,val,0,0.0001,0.3516,0.2964,0.1213
data_clean\val\def_front\cast_def_0_1500.jpeg,val,0,0.0115,0.1355,0.8276,0.2199
data_clean\val\def_front\cast_def_0_1505.jpeg,val,0,0.0018,0.1396,0.6573,0.0914
data_clean\val\def_front\cast_def_0_1506.jpeg,val,0,0.0000,0.7710,0.8147,0.0038
data_clean\val\def_front\cast_def_0_1507.jpeg,val,0,0.9996,0.0828,0.0005,0.9915
data_clean\val\def_front\cast_def_0_1509.jpeg,val,0,0.0013,0.0362,0.6439,0.2429
data_clean\val\def_front\cast_def_0_151.jpeg,val,0,0.9973,0.5301,0.5693,0.3355
data_clean\val\def_front\cast_def_0_1510.jpeg,val,0,0.9999,0.0878,0.0006,0.9853
data_clean\val\def_front\cast_def_0_1511.jpeg,val,0,0.9945,0.8145,0.8670,0.2275
data_clean\val\def_front\cast_def_0_1517.jpeg,val,0,0.0001,0.0045,0.5863,0.2314
data_clean\val\def_front\cast_def_0_1518.jpeg,val,0,0.9997,0.2348,0.0085,0.9057
data_clean\val\def_front\cast_def_0_1519.jpeg,val,0,0.0002,0.0587,0.0066,0.8283
data_clean\val\def_front\cast_def_0_1528.jpeg,val,0,0.0008,0.0150,0.8379,0.1161
data_clean\val\def_front\cast_def_0_1529.jpeg,val,0,0.9999,0.1895,0.0679,0.7149
data_clean\val\def_front\cast_def_0_1535.jpeg,val,0,0.0002,0.0759,0.0046,0.8533
data_clean\val\def_front\cast_def_0_1536.jpeg,val,0,0.0015,0.0234,0.0257,0.8701
data_clean\val\def_front\cast_def_0_1539.jpeg,val,0,0.0002,0.9998,0.0001,0.0150
data_clean\val\def_front\cast_def_0_154.jpeg,val,0,1.0000,0.1834,0.0480,0.8778
data_clean\val\def_front\cast_def_0_1544.jpeg,val,0,0.0067,0.2751,0.9067,0.0366
data_clean\val\def_front\cast_def_0_1546.jpeg,val,0,0.9993,0.7359,0.9389,0.8985
data_clean\val\def_front\cast_def_0_1547.jpeg,val,0,0.9992,0.2462,0.0357,0.6441
data_clean\val\def_front\cast_def_0_1553.jpeg,val,0,0.9998,0.2183,0.0594,0.7869
data_clean\val\def_front\cast_def_0_1555.jpeg,val,0,0.9983,0.6396,0.7084,0.2275
data_clean\val\def_front\cast_def_0_1556.jpeg,val,0,1.0000,0.2949,0.1879,0.6589
data_clean\val\def_front\cast_def_0_1560.jpeg,val,0,0.9997,0.2104,0.0091,0.8847
data_clean\val\def_front\cast_def_0_1565.jpeg,val,0,1.0000,0.0452,0.0061,0.8953
data_clean\val\def_front\cast_def_0_1567.jpeg,val,0,0.0202,0.0379,0.3310,0.6494
data_clean\val\def_front\cast_def_0_1568.jpeg,val,1,0.9999,0.1331,0.0024,0.9205
data_clean\val\def_front\cast_def_0_1569.jpeg,val,0,0.9993,0.3625,0.0033,0.9441
data_clean\val\def_front\cast_def_0_157.jpeg,val,0,0.9996,0.6744,0.9001,0.7911
data_clean\val\def_front\cast_def_0_1570.jpeg,val,0,0.0044,0.9695,0.0004,0.4206
data_clean\val\def_front\cast_def_0_1571.jpeg,val,0,0.0002,0.0102,0.8910,0.2025
data_clean\val\def_front\cast_def_0_1573.jpeg,val,0,0.0029,0.2695,0.9065,0.0604
data_clean\val\def_front\cast_def_0_1574.jpeg,val,0,0.9983,0.6457,0.7223,0.2805
data_clean\val\def_front\cast_def_0_1576.jpeg,val,0,0.0002,0.0137,0.8430,0.1036
data_clean\val\def_front\cast_def_0_158.jpeg,val,0,0.0202,0.0044,0.0035,0.9849
data_clean\val\def_front\cast_def_0_1583.jpeg,val,0,0.9999,0.2590,0.2434,0.4385
data_clean\val\def_front\cast_def_0_1585.jpeg,val,0,0.0000,0.0109,0.6331,0.2303
data_clean\val\def_front\cast_def_0_1586.jpeg,val,0,0.1249,0.4338,0.8408,0.2448
data_clean\val\def_front\cast_def_0_1589.jpeg,val,0,0.0013,0.1063,0.6558,0.1206
data_clean\val\def_front\cast_def_0_159.jpeg,val,0,0.0007,0.1003,0.6845,0.1796
data_clean\val\def_front\cast_def_0_1590.jpeg,val,0,0.0029,0.0068,0.4017,0.6341
data_clean\val\def_front\cast_def_0_1591.jpeg,val,0,0.0006,0.4831,0.2045,0.2213
data_clean\val\def_front\cast_def_0_1593.jpeg,val,0,0.9999,0.2239,0.1046,0.6064
data_clean\val\def_front\cast_def_0_1594.jpeg,val,0,0.0096,0.0203,0.5378,0.6446
data_clean\val\def_front\cast_def_0_1596.jpeg,val,0,0.0002,0.0118,0.8814,0.1454
data_clean\val\def_front\cast_def_0_1599.jpeg,val,1,0.0002,0.0997,0.7803,0.0551
data_clean\val\def_front\cast_def_0_160.jpeg,val,0,0.9991,0.6469,0.9000,0.8415
data_clean\val\def_front\cast_def_0_1603.jpeg,val,0,0.0003,0.1047,0.9043,0.0573
data_clean\val\def_front\cast_def_0_1607.jpeg,val,0,0.0304,0.0978,0.2340,0.3898
data_clean\val\def_front\cast_def_0_1608.jpeg,val,0,0.0005,0.1227,0.8456,0.0489
data_clean\val\def_front\cast_def_0_161.jpeg,val,0,0.0007,0.0262,0.8400,0.1146
data_clean\val\def_front\cast_def_0_1612.jpeg,val,0,0.0013,0.0257,0.7385,0.2929
data_clean\val\def_front\cast_def_0_1613.jpeg,val,0,0.9998,0.4162,0.4900,0.4874
data_clean\val\def_front\cast_def_0_1614.jpeg,val,0,0.0128,0.3223,0.7874,0.0509
data_clean\val\def_front\cast_def_0_1617.jpeg,val,0,0.0001,0.0101,0.5459,0.2251
data_clean\val\def_front\cast_def_0_1618.jpeg,val,0,0.0000,0.3794,0.8485,0.0068
data_clean\val\def_front\cast_def_0_162.jpeg,val,0,0.0030,0.0689,0.9079,0.1032
data_clean\val\def_front\cast_def_0_1620.jpeg,val,1,1.0000,0.2058,0.0610,0.7462
data_clean\val\def_front\cast_def_0_1625.jpeg,val,0,0.9938,0.4994,0.5256,0.6720
data_clean\val\def_front\cast_def_0_1628.jpeg,val,0,0.1794,0.0295,0.1117,0.7740
data_clean\val\def_front\cast_def_0_1629.jpeg,val,0,0.9984,0.7503,0.9419,0.8786
data_clean\val\def_front\cast_def_0_1633.jpeg,val,0,0.0002,0.9962,0.0004,0.0898
data_clean\val\def_front\cast_def_0_1634.jpeg,val,0,0.0007,0.0488,0.8881,0.0628
